post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,disclosure_pattern,compliance_status,health_claim_detected,health_claim_compliant,penalty_exposure_usd,review_date,reviewer,action_required,notes
POST-0715,@supplementspro,TikTok,2026-02-20,19:30:00,48602,9502,6.11,"No disclosure",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-25,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0716,@holistic_health_hub,Instagram,2026-01-10,17:00:00,20755,8697,4.12,"Ad: at beginning",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-02-15,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0717,@wellnesswithjenna,Instagram,2026-03-28,12:15:00,54340,12066,2.45,"#ad buried as last hashtag",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0718,@fitandfueled,Instagram,2026-02-24,15:00:00,28388,8181,4.91,"Ad: at beginning",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0719,@holistic_health_hub,Instagram Stories,2026-01-15,20:15:00,72324,17381,3.15,"#ad at post beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-20,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0720,@vitalitycoach,TikTok,2026-03-04,21:00:00,91730,36216,3.56,"Disclosure in bio only",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-09,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0721,@vitamindiary,Reels,2026-03-03,17:15:00,60691,22418,1.72,"#ad at post beginning",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-08,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0722,@digestive_digest,Instagram,2026-02-04,20:30:00,36633,6409,2.2,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-09,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0723,@vitalitycoach,TikTok,2026-03-03,18:30:00,76138,12254,4.49,"#sponsored in middle",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-08,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0724,@wellnesswithjenna,Reels,2026-02-12,13:00:00,39133,8824,6.17,"Verbal only (video)",COMPLIANT,"may help immune function (PROHIBITED)",No,0,2026-03-17,Casey Park,NONE,Compliant - no action needed
POST-0725,@immunity_insider,TikTok,2026-01-21,21:00:00,77052,26632,3.86,"#ad buried as last hashtag",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-02-26,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0726,@guthealth_guru,Instagram Stories,2026-03-16,20:00:00,53666,12360,4.38,"#ad buried as last hashtag",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-21,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-0727,@vitamindiary,Instagram,2026-03-02,15:45:00,37786,10557,2.53,"Verbal only (video)",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-03-07,Casey Park,NONE,Follow up required before next post
POST-0728,@vitalitycoach,Reels,2026-02-06,08:45:00,56066,10113,1.31,"Disclosure in bio only",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-11,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0729,@nourishednaturally,Instagram,2026-03-13,11:15:00,22655,5286,3.43,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-18,Casey Park,NONE,Verbal reminder sent to influencer
POST-0730,@guthealth_guru,Instagram Stories,2026-01-09,09:45:00,34179,10868,4.17,"Verbal only (video)",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-02-14,Sarah Chen,NONE,Formal notice issued
POST-0731,@immunity_insider,Instagram,2026-02-25,20:00:00,68411,24573,5.53,"#sponsored in middle",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0732,@immunity_insider,YouTube,2026-02-16,08:00:00,56230,16716,4.21,"Ad: at beginning",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-21,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0733,@nourishednaturally,TikTok,2026-01-22,10:45:00,50649,19760,0.92,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-02-27,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-0734,@digestive_digest,Instagram Stories,2026-01-24,12:00:00,90965,26135,0.87,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-02-28,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0735,@supplementspro,Instagram Stories,2026-02-16,17:00:00,64703,15220,2.98,"No disclosure",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-21,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0736,@holistic_health_hub,TikTok,2026-03-13,15:45:00,93103,40633,2.82,"#ad at post beginning",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-18,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0737,@holistic_health_hub,YouTube,2026-03-27,13:00:00,90575,19955,3.45,"No disclosure",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0738,@microbiome_maven,Reels,2026-02-27,18:30:00,56290,10360,5.46,"Platform Paid Partnership only",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-28,Sarah Chen,NONE,Corrected in subsequent post
POST-0739,@supplementspro,TikTok,2026-01-15,12:45:00,53748,15375,0.99,"Platform Paid Partnership only",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-02-20,Sarah Chen,NONE,Follow up required before next post
POST-0740,@digestive_digest,TikTok,2026-01-07,17:15:00,61766,18105,3.89,"#ad buried as last hashtag",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-02-12,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0741,@vitamindiary,YouTube,2026-02-28,09:00:00,65692,21227,4.78,"Verbal only (video)",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-03-28,Sarah Chen,NONE,Follow up required before next post
POST-0742,@immunity_insider,YouTube,2026-01-12,21:00:00,14779,3572,3.96,"Platform Paid Partnership only",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-02-17,Jordan Ellis,NONE,Follow up required before next post
POST-0743,@wellnesswithjenna,Reels,2026-02-02,15:30:00,71022,25361,1.03,"Ad: at beginning",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-07,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0744,@fitandfueled,Instagram,2026-01-17,21:15:00,21473,6113,4.21,"Ad: at beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-02-22,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0745,@cleanwellness,Instagram,2026-01-13,18:15:00,55146,15725,4.89,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-02-18,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0746,@vitamindiary,Instagram Stories,2026-02-28,17:45:00,83669,25753,5.76,"Disclosure in bio only",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0747,@nutriscience,Instagram,2026-02-05,11:15:00,13103,5827,5.62,"#ad first hashtag",COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,0,2026-03-10,Casey Park,NONE,Follow up required before next post
POST-0748,@probiotic_life,TikTok,2026-03-03,14:15:00,26311,4589,2.31,"No disclosure",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-08,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0749,@guthealth_guru,Instagram Stories,2026-03-27,21:00:00,84974,26755,5.52,"#ad first hashtag",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-03-28,Casey Park,NONE,Influencer agreement updated
POST-0750,@vitamindiary,Instagram,2026-01-22,09:00:00,21528,3529,1.18,"Disclosure in bio only",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-02-27,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0751,@vitalitycoach,TikTok,2026-01-09,18:00:00,40551,13486,1.8,"#sponsored in middle",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-14,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0752,@vitalitycoach,YouTube,2026-01-19,08:15:00,13756,4555,0.83,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-02-24,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-0753,@immunity_insider,Instagram Stories,2026-03-27,20:30:00,45348,11572,2.03,"#ad at post beginning",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0754,@nourishednaturally,YouTube,2026-02-07,20:00:00,14810,5438,3.26,"Disclosure in bio only",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-12,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0755,@microbiome_maven,Instagram,2026-02-23,22:00:00,24991,5190,2.5,"Platform Paid Partnership only",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-03-28,Casey Park,NONE,Corrected in subsequent post
POST-0756,@vitamindiary,TikTok,2026-01-06,15:00:00,38254,15737,4.09,"#ad at post beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-11,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0757,@immunity_insider,Instagram,2026-02-06,16:30:00,48996,15232,4.06,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-11,Casey Park,NONE,Follow up required before next post
POST-0758,@cleanwellness,YouTube,2026-01-12,12:00:00,39016,9507,4.69,"#ad at post beginning",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-02-17,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0759,@microbiome_maven,Instagram,2026-02-23,15:15:00,82614,31450,2.48,"#sponsored in middle",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0760,@vitamindiary,Instagram Stories,2026-02-23,09:45:00,44571,9457,5.39,"Disclosure in bio only",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0761,@guthealth_guru,Instagram,2026-02-19,22:30:00,22561,6696,1.43,"Platform Paid Partnership only",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-03-24,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0762,@guthealth_guru,TikTok,2026-02-23,19:45:00,90490,20875,1.5,"Disclosure in bio only",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0763,@microbiome_maven,TikTok,2026-03-03,15:45:00,59827,26237,1.34,"#ad at post beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-08,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0764,@probiotic_life,Reels,2026-01-15,08:30:00,29837,8926,2.23,"Verbal only (video)",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-02-20,Sarah Chen,NONE,Corrected in subsequent post
POST-0765,@wellnesswithjenna,Reels,2026-02-27,20:15:00,44318,13991,3.29,"Platform Paid Partnership only",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-03-28,Casey Park,NONE,Influencer agreement updated
POST-0766,@nutriscience,YouTube,2026-03-23,11:15:00,81534,27531,2.62,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-28,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0767,@supplementspro,Reels,2026-02-13,14:30:00,39340,15112,1.67,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-18,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0768,@microbiome_maven,Instagram Stories,2026-03-20,15:30:00,33168,13618,5.67,"Ad: at beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-25,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-0769,@nourishednaturally,TikTok,2026-03-25,08:15:00,94572,24193,4.89,"Platform Paid Partnership only",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-28,Sarah Chen,NONE,Follow up required before next post
POST-0770,@digestive_digest,TikTok,2026-03-24,15:30:00,52152,10553,3.76,"#ad buried as last hashtag",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0771,@supplementspro,Instagram Stories,2026-02-15,21:45:00,20975,5593,1.42,"Ad: at beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-20,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0772,@vitalitycoach,Instagram,2026-02-27,09:15:00,30447,6233,0.88,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0773,@supplementspro,Instagram Stories,2026-02-20,19:30:00,62522,18483,3.98,"No disclosure",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-25,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0774,@guthealth_guru,Instagram,2026-01-14,10:30:00,31164,6405,4.17,"Verbal only (video)",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-02-19,Casey Park,NONE,Follow up required before next post
POST-0775,@vitalitycoach,TikTok,2026-01-22,09:45:00,23729,9602,4.37,"#ad at post beginning",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-02-27,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0776,@wellnesswithjenna,Instagram,2026-01-24,14:15:00,32475,7464,3.17,"#ad first hashtag",COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,0,2026-02-28,Sarah Chen,NONE,Corrected in subsequent post
POST-0777,@cleanwellness,Reels,2026-01-20,12:30:00,49361,8877,1.98,"No disclosure",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-25,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-0778,@digestive_digest,YouTube,2026-02-05,15:30:00,89367,17995,3.11,"Disclosure in bio only",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-10,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0779,@probiotic_life,YouTube,2026-02-02,14:30:00,14231,3511,1.01,"#ad at post beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-07,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0780,@wellnesswithjenna,YouTube,2026-03-23,12:30:00,60914,17059,2.87,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0781,@digestive_digest,Instagram,2026-03-13,19:15:00,32149,11170,3.03,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-18,Casey Park,NONE,Verbal reminder sent to influencer
POST-0782,@nourishednaturally,Instagram,2026-03-15,21:30:00,15511,4790,2.21,"Disclosure in bio only",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-20,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0783,@supplementspro,YouTube,2026-03-20,20:45:00,31251,12939,3.2,"Platform Paid Partnership only",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-03-25,Sarah Chen,NONE,Follow up required before next post
POST-0784,@microbiome_maven,Reels,2026-01-15,22:00:00,41313,6847,2.62,"#ad buried as last hashtag",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-02-20,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-0785,@holistic_health_hub,TikTok,2026-01-17,11:15:00,37407,15861,5.45,"#ad at post beginning",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-02-22,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0786,@microbiome_maven,Reels,2026-02-28,18:00:00,30661,10863,3.58,"#sponsored in middle",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0787,@vitamindiary,TikTok,2026-01-26,18:45:00,89729,16975,4.95,"#sponsored in middle",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-28,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0788,@immunity_insider,Instagram,2026-01-14,14:00:00,25130,4722,2.41,"Ad: at beginning",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-19,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0789,@vitalitycoach,YouTube,2026-03-09,19:00:00,29000,12012,4.24,"#ad buried as last hashtag",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-14,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0790,@fitandfueled,YouTube,2026-03-19,22:00:00,31175,9215,5.4,"#ad buried as last hashtag",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-24,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0791,@probiotic_life,Reels,2026-02-05,21:30:00,23016,8124,1.41,"Disclosure in bio only",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-10,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-0792,@wellnesswithjenna,Reels,2026-01-01,13:00:00,41894,16172,5.85,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-02-06,Casey Park,NONE,Compliant - no action needed
POST-0793,@microbiome_maven,YouTube,2026-03-16,19:30:00,46457,13114,4.12,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-21,Sarah Chen,NONE,Formal notice issued
POST-0794,@guthealth_guru,YouTube,2026-03-15,10:45:00,40874,13535,3.08,"Verbal only (video)",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-03-20,Casey Park,NONE,Formal notice issued
POST-0795,@vitalitycoach,TikTok,2026-02-23,21:45:00,77442,15805,1.55,"#ad first hashtag",COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,0,2026-03-28,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-0796,@vitalitycoach,Instagram Stories,2026-03-19,17:15:00,29135,5229,4.96,"Ad: at beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-24,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-0797,@nourishednaturally,Instagram Stories,2026-01-17,19:45:00,13564,3389,4.72,"#ad first hashtag",COMPLIANT,"may help immune function (PROHIBITED)",No,0,2026-02-22,Jordan Ellis,NONE,Follow up required before next post
POST-0798,@wellnesswithjenna,YouTube,2026-01-06,21:15:00,92546,41432,2.87,"#ad buried as last hashtag",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-11,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0799,@cleanwellness,YouTube,2026-03-18,12:30:00,61360,16586,4.31,"Disclosure in bio only",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-23,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0800,@microbiome_maven,Instagram Stories,2026-03-03,13:45:00,46517,9834,2.51,"Disclosure in bio only",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-08,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-0801,@vitalitycoach,Instagram Stories,2026-02-16,13:45:00,19372,3352,3.15,"Ad: at beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-21,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
