company_id,company_name,industry_segment,notice_received_date,notice_type,violations_alleged,penalty_per_violation_usd,total_penalty_usd,resolution_type,resolution_date,consent_order_provisions,advertising_claims_flagged,evidence_standard_failed,disclosure_issues,status
CO-0404,Supplement Co. 404,digestive_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,voluntary_correction,2024-02-06,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; scientifically proven without evidence,RCT required but not available,YES,OPEN
CO-0405,Supplement Co. 405,probiotic_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-10-02,None,insider reviews undisclosed; scientifically proven without evidence; undisclosed paid endorsement; clinically demonstrated without RCT; biodegradable false claim; review suppression; results not typical disclaimer,RCT required but not available,YES,RESOLVED
CO-0406,Supplement Co. 406,immune_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),3,51744.0,620928.0,civil_penalty_settlement,2024-03-13,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; clinically demonstrated without RCT; may help support (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0407,Supplement Co. 407,digestive_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),4,51744.0,362208.0,civil_penalty_settlement,2024-12-23,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); may help support (prohibited qualifier); biodegradable false claim; scientifically proven without evidence,RCT required but not available,NO,OPEN
CO-0408,Supplement Co. 408,probiotic_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,no_action_letter,2024-08-01,None,results not typical disclaimer; insider reviews undisclosed; preliminary studies (prohibited qualifier); review suppression; may help support (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0409,Supplement Co. 409,beauty_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),4,51744.0,413952.0,civil_penalty_settlement,2024-07-14,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; review suppression; clinically demonstrated without RCT; promising results (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0410,Supplement Co. 410,probiotic_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-04-27,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); scientifically proven without evidence; review suppression; results not typical disclaimer; preliminary studies (prohibited qualifier); undisclosed paid endorsement; Made in USA false claim,RCT required but not available,NO,RESOLVED
CO-0411,Supplement Co. 411,sleep_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,no_action_letter,2024-07-05,None,may help support (prohibited qualifier); insider reviews undisclosed; preliminary studies (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0412,Supplement Co. 412,beauty_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,ongoing_investigation,2024-07-23,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; insider reviews undisclosed; preliminary studies (prohibited qualifier); may help support (prohibited qualifier); promising results (prohibited qualifier); Made in USA false claim; fake reviews,RCT required but not available,YES,OPEN
CO-0413,Supplement Co. 413,immune_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-06-28,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; results not typical disclaimer; undisclosed paid endorsement; scientifically proven without evidence; Made in USA false claim; review suppression,RCT required but not available,NO,OPEN
CO-0414,Supplement Co. 414,weight_loss_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-10-24,None,promising results (prohibited qualifier); clinically demonstrated without RCT; preliminary studies (prohibited qualifier); insider reviews undisclosed,RCT required but not available,YES,OPEN
CO-0415,Supplement Co. 415,probiotic_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),2,51744.0,413952.0,civil_penalty_settlement,2024-12-17,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; review suppression,RCT required but not available,YES,OPEN
CO-0416,Supplement Co. 416,cognitive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,voluntary_correction,2024-12-20,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; results not typical disclaimer; may help support (prohibited qualifier); insider reviews undisclosed; promising results (prohibited qualifier); review suppression,RCT required but not available,YES,OPEN
CO-0417,Supplement Co. 417,weight_loss_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,no_action_letter,2024-11-21,None,biodegradable false claim; Made in USA false claim; promising results (prohibited qualifier); results not typical disclaimer; clinically demonstrated without RCT,RCT required but not available,NO,RESOLVED
CO-0418,Supplement Co. 418,digestive_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,consent_order,2024-01-21,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0419,Supplement Co. 419,probiotic_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,no_action_letter,2024-04-07,None,results not typical disclaimer,RCT required but not available,YES,OPEN
CO-0420,Supplement Co. 420,beauty_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,voluntary_correction,2024-06-12,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); undisclosed paid endorsement; scientifically proven without evidence,RCT required but not available,NO,OPEN
CO-0421,Supplement Co. 421,energy_supplement,2023-04-19,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,no_action_letter,2024-01-13,None,promising results (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0422,Supplement Co. 422,beauty_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,no_action_letter,2024-07-21,None,biodegradable false claim; results not typical disclaimer; insider reviews undisclosed; preliminary studies (prohibited qualifier); Made in USA false claim; scientifically proven without evidence; undisclosed paid endorsement; fake reviews,RCT required but not available,NO,RESOLVED
CO-0423,Supplement Co. 423,sleep_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,ongoing_investigation,2024-03-21,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); Made in USA false claim; fake reviews; biodegradable false claim; promising results (prohibited qualifier); results not typical disclaimer; scientifically proven without evidence,RCT required but not available,NO,RESOLVED
CO-0424,Supplement Co. 424,weight_loss_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,voluntary_correction,2024-01-07,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; fake reviews; clinically demonstrated without RCT; insider reviews undisclosed; review suppression; biodegradable false claim,RCT required but not available,YES,PENDING
CO-0425,Supplement Co. 425,anti_aging_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,voluntary_correction,2024-12-04,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement,RCT required but not available,NO,OPEN
CO-0426,Supplement Co. 426,weight_loss_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,voluntary_correction,2024-04-16,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); insider reviews undisclosed; fake reviews; may help support (prohibited qualifier); undisclosed paid endorsement; scientifically proven without evidence,RCT required but not available,NO,PENDING
CO-0427,Supplement Co. 427,sleep_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-02-26,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; insider reviews undisclosed; scientifically proven without evidence; preliminary studies (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0428,Supplement Co. 428,weight_loss_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),8,51744.0,517440.0,civil_penalty_settlement,2024-09-06,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; scientifically proven without evidence; preliminary studies (prohibited qualifier); promising results (prohibited qualifier); may help support (prohibited qualifier); clinically demonstrated without RCT; review suppression; fake reviews,RCT required but not available,YES,RESOLVED
CO-0429,Supplement Co. 429,energy_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,consent_order,2024-06-17,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); fake reviews; clinically demonstrated without RCT; may help support (prohibited qualifier); promising results (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0430,Supplement Co. 430,anti_aging_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,ongoing_investigation,2024-06-03,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; preliminary studies (prohibited qualifier); scientifically proven without evidence; undisclosed paid endorsement; insider reviews undisclosed,RCT required but not available,NO,RESOLVED
CO-0431,Supplement Co. 431,immune_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,ongoing_investigation,2024-02-13,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; insider reviews undisclosed; undisclosed paid endorsement; preliminary studies (prohibited qualifier); review suppression,RCT required but not available,YES,OPEN
CO-0432,Supplement Co. 432,beauty_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-04-16,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; scientifically proven without evidence; undisclosed paid endorsement; preliminary studies (prohibited qualifier),RCT required but not available,YES,OPEN
