post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,reach,clicks,link_clicks,saves,shares,comments,likes,disclosure_pattern,disclosure_type,disclosure_timing,compliance_status,health_claim_detected,health_claim_category,health_claim_compliant,violation_category,penalty_exposure_usd,review_date,reviewer,resolution_status,resolution_action,resolution_date,legal_hold,notes,campaign_id,content_type,paid_partnership_tag,verbal_disclosure,visual_disclosure
SUPP-0610,@microbiome_maven,TikTok,2026-02-01,16:15:00,17998,9539,5.63,10377,629,238,47,14,117,382,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-03-04,Jordan Ellis,IN_REVIEW,ESCALATE TO CCO,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-005,Reel,No,No,No
SUPP-0611,@fitandfueled,Instagram,2026-03-21,12:00:00,111164,55141,4.24,43324,1663,692,316,364,1591,5891,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,§255.5,51744,2026-03-24,Jordan Ellis,IN_REVIEW,REMOVE CLAIM,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-001,Long video (>60s),No,No,No
SUPP-0612,@cleanwellness,Reels,2026-03-21,12:15:00,106381,46086,1.9,39128,495,60,1040,234,610,6271,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,None,0,2026-03-24,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-28,No,"Supplemental audit batch March 2026",CAMP-2026-013,Reel,No,No,Yes
SUPP-0613,@guthealth_guru,Snapchat,2026-02-23,18:30:00,111171,39492,2.26,36475,1893,354,277,585,515,5401,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,§255.5,51744,2026-03-26,Casey Park,PENDING,CONTRACT UPDATED,N/A,No,"Post-CEO-retraction review round",CAMP-2026-015,Reel,No,No,No
SUPP-0614,@digestive_digest,Twitter/X,2026-02-27,13:00:00,86297,14658,7.13,12852,596,89,259,110,284,1144,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,§255.5,51744,2026-03-28,Sarah Chen,PENDING,ESCALATE TO CCO,N/A,No,"Quarterly disclosure audit",CAMP-2026-019,Carousel,No,No,No
SUPP-0615,@guthealth_guru,Instagram Stories,2026-03-26,08:00:00,78725,25249,1.29,19509,1673,508,233,230,438,740,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,§255.5,51744,2026-03-28,Jordan Ellis,IN_REVIEW,COMPLIANT - NO ACTION,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-016,Carousel,No,No,No
SUPP-0616,@fitandfueled,Facebook,2026-02-13,08:45:00,33459,10207,2.67,8172,158,81,243,101,83,221,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Supports immune health (compliant with RCT)",health_efficacy,Yes,§255.5,51744,2026-03-16,Sarah Chen,OPEN,UPDATE DISCLOSURE,N/A,No,"Quarterly disclosure audit",CAMP-2026-014,Static image,No,No,No
SUPP-0617,@vitamindiary,Reels,2026-02-02,22:15:00,44711,9951,1.54,10135,782,419,149,147,351,354,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-05,Jordan Ellis,OPEN,CONTRACT UPDATED,N/A,No,"Influencer remediation tracking",CAMP-2026-018,Carousel,No,No,No
SUPP-0618,@microbiome_maven,TikTok,2026-02-02,18:15:00,93318,48806,1.8,39077,2208,296,975,723,173,4508,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-05,Jordan Ellis,IN_REVIEW,COMPLIANT - NO ACTION,N/A,No,"Post-CEO-retraction review round",CAMP-2026-015,Podcast mention,No,No,No
SUPP-0619,@holistic_health_hub,YouTube,2026-01-25,12:30:00,47118,18265,2.34,16232,941,297,336,164,713,2664,"Ad: at beginning",adequate,pre-content,COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,None,0,2026-02-28,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-28,No,"Post-CEO-retraction review round",CAMP-2026-005,Story,No,No,Yes
SUPP-0620,@microbiome_maven,Facebook,2026-03-15,13:45:00,92337,15636,1.6,16678,875,139,273,26,592,1494,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,§255.5,51744,2026-03-18,Sarah Chen,IN_REVIEW,MONITORING,N/A,No,"Sarah Chen escalation review",CAMP-2026-019,Reel,Yes,No,No
SUPP-0621,@cleanwellness,Instagram Stories,2026-01-17,22:00:00,57740,26924,3.77,26511,474,99,149,41,329,1975,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-02-20,Casey Park,PENDING,UPDATE DISCLOSURE,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-003,Live session,No,No,Yes
SUPP-0622,@microbiome_maven,LinkedIn,2026-02-20,15:30:00,118768,17865,5.63,16677,884,249,295,236,690,2406,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,§255.5,51744,2026-03-23,Sarah Chen,IN_REVIEW,COMPLIANT - NO ACTION,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-016,Podcast mention,Yes,No,No
SUPP-0623,@probiotic_life,LinkedIn,2026-03-12,19:30:00,106340,10798,6.35,10163,401,76,177,113,198,1302,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,None,0,2026-03-15,Sarah Chen,RESOLVED,NONE,2026-03-19,No,"Supplemental audit batch March 2026",CAMP-2026-004,Carousel,No,No,Yes
SUPP-0624,@probiotic_life,Pinterest,2026-03-13,08:45:00,107924,49378,2.07,49082,2586,487,864,168,297,2481,"Verbal only (video)",adequate,pre-content,COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,None,0,2026-03-16,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-20,No,"Quarterly disclosure audit",CAMP-2026-018,Reel,No,Yes,No
SUPP-0625,@digestive_digest,Instagram,2026-01-02,10:15:00,44267,20186,0.7,20797,739,196,85,96,497,1647,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,None,0,2026-02-05,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-09,No,"Post-update-1 compliance sweep",CAMP-2026-003,Podcast mention,No,No,Yes
SUPP-0626,@nutriscience,YouTube,2026-03-26,13:30:00,94873,34926,4.31,32949,2415,1053,744,217,81,2380,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,§255.5,51744,2026-03-28,Sarah Chen,PENDING,MONITORING,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-006,Reel,No,No,No
SUPP-0627,@nourishednaturally,Instagram,2026-01-17,15:15:00,33814,17643,3.8,18114,276,45,125,73,363,1370,"#ad at post beginning",adequate,pre-content,COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,None,0,2026-02-20,Jordan Ellis,RESOLVED,NONE,2026-02-24,No,"Post-update-1 compliance sweep",CAMP-2026-001,Static image,No,No,Yes
SUPP-0628,@fitandfueled,Pinterest,2026-01-25,10:15:00,55884,15919,3.84,16188,863,254,270,206,228,739,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,§255.5,51744,2026-02-28,Casey Park,OPEN,COMPLIANT - NO ACTION,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-001,Carousel,No,No,No
SUPP-0629,@supplementspro,Reels,2026-03-14,14:45:00,80118,15205,6.69,14871,196,116,265,19,454,1497,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-17,Alex Rivera (Ext.),OPEN,REMOVE CLAIM,N/A,No,"Quarterly disclosure audit",CAMP-2026-018,Reel,No,No,No
SUPP-0630,@vitamindiary,Pinterest,2026-03-02,19:30:00,24959,3128,5.8,2583,180,66,14,37,120,105,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-03-05,Casey Park,IN_REVIEW,REMOVE CLAIM,N/A,No,"Quarterly disclosure audit",CAMP-2026-001,Podcast mention,No,No,No
SUPP-0631,@nourishednaturally,Twitter/X,2026-01-15,16:00:00,45120,11589,1.25,9507,184,100,167,81,49,607,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,None,0,2026-02-18,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-22,No,"Quarterly disclosure audit",CAMP-2026-007,Static image,No,No,No
SUPP-0632,@nutriscience,LinkedIn,2026-01-18,14:15:00,31063,13524,2.4,9598,514,305,102,57,105,411,"Ad: at beginning",adequate,pre-content,COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,None,0,2026-02-21,Sarah Chen,RESOLVED,NONE,2026-02-25,No,"Influencer remediation tracking",CAMP-2026-004,Static image,No,No,Yes
SUPP-0633,@cleanwellness,LinkedIn,2026-03-20,23:00:00,119408,32149,1.95,23076,224,125,942,450,922,2326,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-03-23,Jordan Ellis,PENDING,OBTAIN LEGAL REVIEW,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-005,Live session,No,No,No
SUPP-0634,@vitamindiary,Twitter/X,2026-03-02,23:15:00,99709,44895,2.47,43868,511,121,1272,194,1778,5608,"#ad first hashtag",adequate,pre-content,COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,None,0,2026-03-05,Sarah Chen,RESOLVED,NONE,2026-03-09,No,"Post-CEO-retraction review round",CAMP-2026-001,Carousel,No,No,Yes
SUPP-0635,@wellnesswithjenna,Pinterest,2026-02-14,08:30:00,94061,20745,2.67,22667,1101,565,113,297,763,1550,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-03-17,Casey Park,IN_REVIEW,MONITORING,N/A,No,"Influencer remediation tracking",CAMP-2026-008,Carousel,No,No,No
SUPP-0636,@wellnesswithjenna,Pinterest,2026-02-18,08:15:00,82127,24701,3.16,23241,989,391,498,282,327,3578,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,§255.5,51744,2026-03-21,Sarah Chen,OPEN,MONITORING,N/A,No,"Sarah Chen escalation review",CAMP-2026-013,Long video (>60s),No,No,Yes
SUPP-0637,@guthealth_guru,Twitter/X,2026-01-26,20:00:00,59813,20110,5.82,19712,427,68,409,227,212,1503,"Verbal only (video)",adequate,pre-content,COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,None,0,2026-02-28,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-28,No,"Casey Park pre-launch clearance",CAMP-2026-001,Blog post,No,Yes,No
SUPP-0638,@guthealth_guru,Instagram Stories,2026-03-06,19:15:00,27980,3418,7.34,2863,126,74,33,36,74,342,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-09,Jordan Ellis,OPEN,MONITORING,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-016,Blog post,No,No,No
SUPP-0639,@vitamindiary,Snapchat,2026-02-20,07:45:00,31267,3481,6.88,3077,188,59,35,11,35,107,"Verbal only (video)",adequate,pre-content,COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,None,0,2026-03-23,Sarah Chen,RESOLVED,NONE,2026-03-27,No,"Quarterly disclosure audit",CAMP-2026-006,Long video (>60s),No,Yes,No
SUPP-0640,@vitalitycoach,TikTok,2026-01-28,08:15:00,54872,20863,7.46,16307,1259,683,464,290,228,1613,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-02-28,Jordan Ellis,IN_REVIEW,OBTAIN LEGAL REVIEW,N/A,No,"Sarah Chen escalation review",CAMP-2026-001,Static image,No,No,No
SUPP-0641,@nutriscience,Reels,2026-01-22,11:30:00,40076,5798,6.19,5197,453,51,104,18,55,264,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,§255.5,51744,2026-02-25,Casey Park,PENDING,UPDATE DISCLOSURE,N/A,No,"Quarterly disclosure audit",CAMP-2026-013,Carousel,No,No,No
SUPP-0642,@nutriscience,Twitter/X,2026-03-25,23:00:00,63170,32250,6.78,30448,1526,360,233,253,1279,1296,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,None,0,2026-03-28,Jordan Ellis,RESOLVED,NONE,2026-03-28,No,"Post-update-1 compliance sweep",CAMP-2026-019,Live session,No,No,Yes
SUPP-0643,@immunity_insider,TikTok,2026-02-14,20:45:00,43717,21969,0.98,18543,1646,497,41,175,850,2127,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-03-17,Jordan Ellis,OPEN,COMPLIANT - NO ACTION,N/A,No,"Sarah Chen escalation review",CAMP-2026-010,Podcast mention,No,No,No
SUPP-0644,@guthealth_guru,LinkedIn,2026-03-21,22:45:00,118801,41753,7.0,44408,1600,223,649,451,715,2076,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,None,0,2026-03-24,Sarah Chen,RESOLVED,NONE,2026-03-28,No,"Sarah Chen escalation review",CAMP-2026-008,Story,No,No,No
SUPP-0645,@guthealth_guru,Instagram Stories,2026-03-13,20:45:00,25024,4073,2.52,4095,124,67,99,23,33,363,"Verbal only (video)",adequate,pre-content,COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,None,0,2026-03-16,Sarah Chen,RESOLVED,NONE,2026-03-20,No,"Post-update-1 compliance sweep",CAMP-2026-002,Reel,No,Yes,No
SUPP-0646,@cleanwellness,TikTok,2026-01-07,19:00:00,108557,56491,1.64,58461,851,182,626,151,912,2323,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,§255.5,51744,2026-02-10,Casey Park,PENDING,OBTAIN LEGAL REVIEW,N/A,No,"Sarah Chen escalation review",CAMP-2026-010,Short video (<60s),No,No,No
SUPP-0647,@microbiome_maven,Pinterest,2026-03-13,13:30:00,54953,13487,5.37,11529,110,24,159,200,282,799,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,None,0,2026-03-16,Sarah Chen,RESOLVED,NONE,2026-03-20,No,"Supplemental audit batch March 2026",CAMP-2026-002,Static image,No,No,No
SUPP-0648,@immunity_insider,Facebook,2026-01-02,12:45:00,112673,50024,5.35,45051,1514,763,470,651,111,2845,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-02-05,Alex Rivera (Ext.),PENDING,MONITORING,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-014,Carousel,No,No,No
SUPP-0649,@supplementspro,LinkedIn,2026-01-07,23:00:00,109702,17183,1.43,15065,314,45,193,31,663,492,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,None,0,2026-02-10,Sarah Chen,RESOLVED,NONE,2026-02-14,No,"Quarterly disclosure audit",CAMP-2026-005,Short video (<60s),No,No,Yes
SUPP-0650,@vitamindiary,Twitter/X,2026-02-23,22:30:00,69388,19724,6.48,16343,805,88,274,139,253,1990,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-03-26,Sarah Chen,IN_REVIEW,OBTAIN LEGAL REVIEW,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-004,Static image,No,No,No
SUPP-0651,@guthealth_guru,Snapchat,2026-01-20,07:45:00,105670,57676,5.74,55334,2881,1128,226,143,1073,7107,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,§255.5,51744,2026-02-23,Alex Rivera (Ext.),IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Influencer remediation tracking",CAMP-2026-009,Short video (<60s),No,No,No
SUPP-0652,@immunity_insider,LinkedIn,2026-01-24,17:45:00,13544,3545,0.62,3166,207,89,16,43,74,258,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,§255.5,51744,2026-02-27,Sarah Chen,PENDING,INFLUENCER NOTIFIED,N/A,No,"Influencer remediation tracking",CAMP-2026-013,Live session,No,No,No
SUPP-0653,@nourishednaturally,Snapchat,2026-03-07,13:15:00,114229,59321,6.37,43989,1680,843,1144,181,468,8234,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,§255.5,51744,2026-03-10,Sarah Chen,OPEN,COMPLIANT - NO ACTION,N/A,No,"Influencer remediation tracking",CAMP-2026-019,Blog post,No,No,No
SUPP-0654,@holistic_health_hub,TikTok,2026-01-01,15:45:00,95783,21701,3.64,17742,392,92,321,293,291,2553,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,None,0,2026-02-04,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-08,No,"Casey Park pre-launch clearance",CAMP-2026-010,Blog post,No,No,Yes
SUPP-0655,@microbiome_maven,Snapchat,2026-03-20,08:30:00,39727,10261,4.59,11145,726,407,24,143,404,294,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,None,0,2026-03-23,Sarah Chen,RESOLVED,NONE,2026-03-27,No,"Influencer remediation tracking",CAMP-2026-001,Live session,No,No,Yes
SUPP-0656,@microbiome_maven,Facebook,2026-02-07,08:15:00,84684,21719,4.81,19640,1204,572,104,118,164,2293,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,§255.5,51744,2026-03-10,Casey Park,IN_REVIEW,CONTRACT UPDATED,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-007,Blog post,No,No,No
SUPP-0657,@cleanwellness,Pinterest,2026-01-11,14:45:00,96209,42486,6.95,32531,1777,819,274,425,882,3165,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,§255.5,51744,2026-02-14,Casey Park,OPEN,COMPLIANT - NO ACTION,N/A,No,"Sarah Chen escalation review",CAMP-2026-015,Carousel,No,No,No
SUPP-0658,@holistic_health_hub,Instagram,2026-01-28,13:45:00,22256,3972,2.52,3175,276,145,100,15,100,114,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-02-28,Sarah Chen,IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Influencer remediation tracking",CAMP-2026-006,Reel,No,No,No
SUPP-0659,@probiotic_life,Facebook,2026-02-21,21:15:00,113050,43266,2.44,42056,591,225,1098,106,703,5656,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,§255.5,51744,2026-03-24,Casey Park,IN_REVIEW,ESCALATE TO CCO,N/A,No,"Post-CEO-retraction review round",CAMP-2026-003,Long video (>60s),No,No,No
SUPP-0660,@probiotic_life,Instagram,2026-03-07,13:45:00,62965,30637,1.74,31215,1619,828,465,71,76,1400,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,§255.5,51744,2026-03-10,Alex Rivera (Ext.),PENDING,REMOVE CLAIM,N/A,No,"Influencer remediation tracking",CAMP-2026-014,Short video (<60s),No,No,No
SUPP-0661,@vitalitycoach,Pinterest,2026-03-25,10:30:00,92524,30908,7.29,29891,765,125,850,151,667,2001,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-03-28,Casey Park,OPEN,CONTRACT UPDATED,N/A,No,"Sarah Chen escalation review",CAMP-2026-007,Reel,No,No,No
